x,y,z,id,cv,ci,jvx,jix,jvy,jiy
128,0,0,0,3.7e-11,0,-1.2672119125459e-21,-1.5740447341253e-21,-1.5446816658625e-11,-1.3849093374845e-11
128,1,0,1,7.521013511393e-08,1.3474419095457e-11,-8.8626063122842e-21,-1.099948993318e-20,-1.4622671830698e-11,-1.3099985406477e-11
128,2,0,2,1.4490447951774e-07,2.5953178286848e-11,-1.8894785130225e-20,-2.3432693894242e-20,-1.3529765539468e-11,-1.2107214114975e-11
128,3,0,3,2.0917000303097e-07,3.7446369078918e-11,-2.8672123498073e-20,-3.5579235344408e-20,-1.2448921352171e-11,-1.1126601967558e-11
128,4,0,4,2.6808123059651e-07,4.7968992223031e-11,-3.8117581122297e-20,-4.731505415546e-20,-1.1384514750803e-11,-1.0162522272816e-11
128,5,0,5,3.2173041107529e-07,5.7539590447272e-11,-4.7107938531873e-20,-5.8532595845134e-20,-1.0339610752092e-11,-9.2180368683862e-12
128,6,0,6,3.7022142951946e-07,6.6179029945585e-11,-5.5565641919546e-20,-6.9087727422866e-20,-9.3161122995989e-12,-8.2950445777904e-12
128,7,0,7,4.1366444970311e-07,7.3909427985477e-11,-6.3419617280107e-20,-7.8908519718281e-20,-8.3149044385351e-12,-7.394425453682e-12
128,8,0,8,4.5217125554177e-07,8.0753220363584e-11,-7.0662320726371e-20,-8.7908781157786e-20,-7.3359911410363e-12,-6.5161776741042e-12
128,9,0,9,4.8585124807326e-07,8.6732360046046e-11,-7.7179985145609e-20,-9.6019713578872e-20,-6.3786228080868e-12,-5.6595451178852e-12
128,10,0,10,5.1480804786167e-07,9.1867636968273e-11,-8.2894630567114e-20,-1.0318213479365e-19,-5.4414134281967e-12,-4.8231345987733e-12
128,11,0,11,5.3913665004622e-07,9.6178108440006e-11,-8.7786494653436e-20,-1.0934520550619e-19,-4.5224471374843e-12,-4.0050225023474e-12
128,12,0,12,5.589210799052e-07,9.9680629731175e-11,-9.1852120451358e-20,-1.1446622897972e-19,-3.6193745226428e-12,-3.2028511672861e-12
128,13,0,13,5.7423249998815e-07,1.0238947505042e-10,-9.5065165236222e-20,-1.1851176902291e-19,-2.7294994642356e-12,-2.4139158080879e-12
128,14,0,14,5.851277249546e-07,1.0431604014503e-10,-9.7370344226351e-20,-1.2145865165392e-19,-1.8498576559662e-12,-1.635243114832e-12
128,15,0,15,5.9164810673363e-07,1.0546861904591e-10,-9.8810120242182e-20,-1.2328706977448e-19,-9.7728818053899e-13,-8.6366291013078e-13
128,16,0,16,5.9381876008035e-07,1.0585224897342e-10,-9.9338139405677e-20,-1.2398817642945e-19,-1.084996932893e-13,-9.5874414391839e-14
128,17,0,17,5.9164810673566e-07,1.0546861904594e-10,-9.8941992684158e-20,-1.2355687928819e-19,7.5986712149993e-13,6.7149121545905e-13
128,18,0,18,5.8512772495845e-07,1.0431604014508e-10,-9.7682539394885e-20,-1.2198978561771e-19,1.6311790853412e-12,1.441810338843e-12
128,19,0,19,5.7423249999359e-07,1.023894750505e-10,-9.486209967503e-20,-1.1843237907115e-19,2.7294994639947e-12,2.4139158080743e-12
128,20,0,20,5.5892107991185e-07,9.9680629731221e-11,-9.1880194299604e-20,-1.1400217419373e-19,3.6193745224771e-12,3.2028511672237e-12
128,21,0,21,5.3913665005351e-07,9.6178108440102e-11,-8.7812186221517e-20,-1.0888214592187e-19,4.5224471374421e-12,4.0050225023029e-12
128,22,0,22,5.1480804786907e-07,9.1867636968399e-11,-8.287070718031e-20,-1.0273351209596e-19,5.4414134281925e-12,4.8231345987684e-12
128,23,0,23,4.8585124808047e-07,8.6732360046175e-11,-7.7129253166024e-20,-9.5584855683565e-20,6.3786228081819e-12,5.6595451178886e-12
128,24,0,24,4.5217125554844e-07,8.075322036371e-11,-7.0631388141929e-20,-8.7499262131087e-20,7.3359911411549e-12,6.5161776741146e-12
128,25,0,25,4.1366444970923e-07,7.3909427985594e-11,-6.3449739889294e-20,-7.8531402907139e-20,8.3149044386494e-12,7.3944254536986e-12
128,26,0,26,3.7022142952501e-07,6.6179029945687e-11,-5.5583429611438e-20,-6.8752347689741e-20,9.3161122997193e-12,8.2950445778126e-12
128,27,0,27,3.2173041108016e-07,5.7539590447356e-11,-4.7108695567569e-20,-5.8242042192626e-20,1.0339610752249e-11,9.2180368684147e-12
128,28,0,28,2.6808123060052e-07,4.7968992223089e-11,-3.81077925978e-20,-4.7094057991415e-20,1.1384514751e-11,1.0162522272853e-11
128,29,0,29,2.0917000303391e-07,3.7446369078954e-11,-2.8652943495774e-20,-3.5414590859593e-20,1.2448921352398e-11,1.1126601967577e-11
128,30,0,30,1.4490447951954e-07,2.5953178286872e-11,-1.8843841392404e-20,-2.3322087567881e-20,1.3529765539686e-11,1.2107214114993e-11
128,31,0,31,7.5210135114705e-08,1.347441909547e-11,-8.8281975840355e-21,-1.0946774132795e-20,1.4622671830875e-11,1.3099985406497e-11
128,32,0,32,3.7e-11,0,-1.2622038302453e-21,-1.5662674996111e-21,1.5446816658772e-11,1.3849093374866e-11
